dataset,split,index,compound_id
3class_dedup,test,2144,CHEMBL3622074
3class_dedup,test,2299,CHEMBL5423824
3class_dedup,test,2576,CHEMBL424556
3class_dedup,test,1307,CHEMBL2208140
3class_dedup,test,1736,CHEMBL3623217
3class_dedup,test,1796,CHEMBL3818442
3class_dedup,test,2123,CHEMBL3948337
3class_dedup,test,2624,CHEMBL451168
3class_dedup,test,1496,CHEMBL5270927
3class_dedup,test,2321,CHEMBL5432233
3class_dedup,test,741,CHEMBL5281599
3class_dedup,test,2193,CHEMBL5436300
3class_dedup,test,2353,CHEMBL226738
3class_dedup,test,2718,CHEMBL5426175
3class_dedup,test,2270,CHEMBL1825020
3class_dedup,test,708,CHEMBL4095313
3class_dedup,test,2331,CHEMBL5428080
3class_dedup,test,2592,CHEMBL256665
3class_dedup,test,2885,CHEMBL106
3class_dedup,test,2047,CHEMBL1939535
3class_dedup,test,917,CHEMBL229893
3class_dedup,test,237,CHEMBL4067000
3class_dedup,test,337,CHEMBL4207348
3class_dedup,test,2728,CHEMBL3805733
3class_dedup,test,24,CHEMBL5288513
3class_dedup,test,424,CHEMBL4632445
3class_dedup,test,2249,CHEMBL5419123
3class_dedup,test,2989,CHEMBL460382
3class_dedup,test,2066,CHEMBL1957210
3class_dedup,test,1324,CHEMBL288093
3class_dedup,test,2080,CHEMBL5439843
3class_dedup,test,841,CHEMBL5401017
3class_dedup,test,2922,CHEMBL513615
3class_dedup,test,1485,CHEMBL5266984
3class_dedup,test,2977,CHEMBL4227979
3class_dedup,test,2055,CHEMBL3415164
3class_dedup,test,1821,CHEMBL2442759
3class_dedup,test,371,CHEMBL83422
3class_dedup,test,2324,CHEMBL5408847
3class_dedup,test,1957,CHEMBL135378
3class_dedup,test,2187,CHEMBL5433553
3class_dedup,test,839,CHEMBL5394067
3class_dedup,test,1447,CHEMBL5277286
3class_dedup,test,2972,CHEMBL2420680
3class_dedup,test,1165,CHEMBL3754378
3class_dedup,test,1684,CHEMBL1077603
3class_dedup,test,2330,CHEMBL5410657
3class_dedup,test,2393,CHEMBL1688907
3class_dedup,test,1471,CHEMBL3753447
3class_dedup,test,2375,CHEMBL5402193
3class_dedup,test,2092,CHEMBL523813
3class_dedup,test,2096,CHEMBL5395012
3class_dedup,test,2868,CHEMBL1650709
3class_dedup,test,1272,CHEMBL4091260
3class_dedup,test,1837,CHEMBL5424130
3class_dedup,test,2964,CHEMBL187185
3class_dedup,test,2032,CHEMBL5416003
3class_dedup,test,974,CHEMBL3359958
3class_dedup,test,2704,CHEMBL4460718
3class_dedup,test,1484,CHEMBL5282619
3class_dedup,test,94,CHEMBL2312949
3class_dedup,test,1918,CHEMBL3415171
3class_dedup,test,1220,CHEMBL285155
3class_dedup,test,2281,CHEMBL3622061
3class_dedup,test,422,CHEMBL5283276
3class_dedup,test,1586,CHEMBL3752038
3class_dedup,test,332,CHEMBL460026
3class_dedup,test,2279,CHEMBL1825017
3class_dedup,test,2949,CHEMBL5429844
3class_dedup,test,971,CHEMBL390717
3class_dedup,test,2657,CHEMBL169449
3class_dedup,test,2832,CHEMBL300814
3class_dedup,test,1288,CHEMBL5413419
3class_dedup,test,1715,CHEMBL5275798
3class_dedup,test,437,CHEMBL3948254
3class_dedup,test,1894,CHEMBL1097763
3class_dedup,test,2990,CHEMBL299066
3class_dedup,test,43,CHEMBL367719
3class_dedup,test,825,CHEMBL1094428
3class_dedup,test,2237,CHEMBL513168
3class_dedup,test,1551,CHEMBL5276820
3class_dedup,test,162,CHEMBL443530
3class_dedup,test,1357,CHEMBL220885
3class_dedup,test,1095,CHEMBL379019
3class_dedup,test,1235,CHEMBL448463
3class_dedup,test,824,CHEMBL113637
3class_dedup,test,1247,CHEMBL5420745
3class_dedup,test,435,CHEMBL3961452
3class_dedup,test,2584,CHEMBL9165
3class_dedup,test,2545,CHEMBL113242
3class_dedup,test,1384,CHEMBL487113
3class_dedup,test,2580,CHEMBL169251
3class_dedup,test,2098,CHEMBL5402637
3class_dedup,test,1603,CHEMBL5281249
3class_dedup,test,2982,CHEMBL65590
3class_dedup,test,1523,CHEMBL3754489
3class_dedup,test,294,CHEMBL25473
3class_dedup,test,148,CHEMBL5288430
3class_dedup,test,472,CHEMBL5280921
3class_dedup,test,2185,CHEMBL5418765
3class_dedup,test,490,CHEMBL15594
3class_dedup,test,498,CHEMBL5270141
3class_dedup,test,1415,CHEMBL112509
3class_dedup,test,979,CHEMBL3134109
3class_dedup,test,838,CHEMBL112074
3class_dedup,test,1528,CHEMBL2113524
3class_dedup,test,1509,CHEMBL349851
3class_dedup,test,2908,CHEMBL5423274
3class_dedup,test,139,CHEMBL4129721
3class_dedup,test,2887,CHEMBL28637
3class_dedup,test,2862,CHEMBL225178
3class_dedup,test,989,CHEMBL5423576
3class_dedup,test,491,CHEMBL267476
3class_dedup,test,1653,CHEMBL5269555
3class_dedup,test,1399,CHEMBL3754482
3class_dedup,test,2756,CHEMBL4520995
3class_dedup,test,985,CHEMBL463255
3class_dedup,test,2435,CHEMBL3422036
3class_dedup,test,641,CHEMBL348263
3class_dedup,test,2863,CHEMBL3264675
3class_dedup,test,1356,CHEMBL223161
3class_dedup,test,1960,CHEMBL137049
3class_dedup,test,2929,CHEMBL1957215
3class_dedup,test,2644,CHEMBL24279
3class_dedup,test,366,CHEMBL71736
3class_dedup,test,1353,CHEMBL220774
3class_dedup,test,289,CHEMBL3359955
3class_dedup,test,1575,CHEMBL3245349
3class_dedup,test,1610,CHEMBL5267610
3class_dedup,test,1809,CHEMBL482693
3class_dedup,test,1258,CHEMBL256407
3class_dedup,test,2234,CHEMBL469260
3class_dedup,test,771,CHEMBL5286964
3class_dedup,test,2089,CHEMBL137373
3class_dedup,test,2276,CHEMBL598199
3class_dedup,test,89,CHEMBL5426228
3class_dedup,test,2856,CHEMBL1688906
3class_dedup,test,888,CHEMBL5281823
3class_dedup,test,535,CHEMBL1824745
3class_dedup,test,2503,CHEMBL1784788
3class_dedup,test,3051,CHEMBL4225998
3class_dedup,test,1588,CHEMBL5279628
3class_dedup,test,965,CHEMBL3623228
3class_dedup,test,819,CHEMBL5428001
3class_dedup,test,2775,CHEMBL523232
3class_dedup,test,155,CHEMBL81255
3class_dedup,test,2648,CHEMBL3105517
3class_dedup,test,2746,CHEMBL4159524
3class_dedup,test,2736,CHEMBL3421766
3class_dedup,test,1389,CHEMBL305205
3class_dedup,test,3039,CHEMBL352645
3class_dedup,test,631,CHEMBL433737
3class_dedup,test,2498,CHEMBL3941042
3class_dedup,test,1942,CHEMBL2336855
3class_dedup,test,615,CHEMBL5266867
3class_dedup,test,2594,CHEMBL439241
3class_dedup,test,886,CHEMBL5276442
3class_dedup,test,2583,CHEMBL3099734
3class_dedup,test,1244,CHEMBL67842
3class_dedup,test,2357,CHEMBL5412669
3class_dedup,test,1706,CHEMBL5288418
3class_dedup,test,1650,CHEMBL1630280
3class_dedup,test,420,CHEMBL4634777
3class_dedup,test,2560,CHEMBL415753
3class_dedup,test,59,CHEMBL55558
3class_dedup,test,1722,CHEMBL5282836
3class_dedup,test,1273,CHEMBL362968
3class_dedup,test,1839,CHEMBL5429779
3class_dedup,test,1489,CHEMBL5281469
3class_dedup,test,2889,CHEMBL334999
3class_dedup,test,529,CHEMBL38472
3class_dedup,test,2547,CHEMBL243961
3class_dedup,test,541,CHEMBL202470
3class_dedup,test,1879,CHEMBL192077
3class_dedup,test,540,CHEMBL88421
3class_dedup,test,2882,CHEMBL1784790
3class_dedup,test,2516,CHEMBL5428947
3class_dedup,test,3033,CHEMBL1824762
3class_dedup,test,1099,CHEMBL135494
3class_dedup,test,760,CHEMBL3747562
3class_dedup,test,2809,CHEMBL2333326
3class_dedup,test,1553,CHEMBL3753089
3class_dedup,test,1344,CHEMBL3926174
3class_dedup,test,1969,CHEMBL335215
3class_dedup,test,167,CHEMBL5268507
3class_dedup,test,931,CHEMBL1630275
3class_dedup,test,2073,CHEMBL5421595
3class_dedup,test,722,CHEMBL5432856
3class_dedup,test,145,CHEMBL5270376
3class_dedup,test,1745,CHEMBL5277888
3class_dedup,test,1732,CHEMBL1630273
3class_dedup,test,1468,CHEMBL5286151
3class_dedup,test,2754,CHEMBL1085936
3class_dedup,test,32,CHEMBL113739
3class_dedup,test,2994,CHEMBL2442756
3class_dedup,test,3004,CHEMBL5419940
3class_dedup,test,2468,CHEMBL4745681
3class_dedup,test,2619,CHEMBL2312959
3class_dedup,test,254,CHEMBL4451577
3class_dedup,test,2378,CHEMBL5408436
3class_dedup,test,166,CHEMBL5278365
3class_dedup,test,2415,CHEMBL4207850
3class_dedup,test,679,CHEMBL5288881
3class_dedup,test,1781,CHEMBL5281772
3class_dedup,test,2463,CHEMBL69011
3class_dedup,test,1953,CHEMBL5421772
3class_dedup,test,1464,CHEMBL3818725
3class_dedup,test,2698,CHEMBL2430505
3class_dedup,test,1729,CHEMBL2111947
3class_dedup,test,1890,CHEMBL2312962
3class_dedup,test,1830,CHEMBL1939545
3class_dedup,test,1658,CHEMBL1628064
3class_dedup,test,963,CHEMBL1094149
3class_dedup,test,884,CHEMBL4212918
3class_dedup,test,2818,CHEMBL2333334
3class_dedup,test,2480,CHEMBL28880
3class_dedup,test,2835,CHEMBL275638
3class_dedup,test,2408,CHEMBL453736
3class_dedup,test,2138,CHEMBL3893614
3class_dedup,test,2958,CHEMBL304583
3class_dedup,test,817,CHEMBL5439256
3class_dedup,test,642,CHEMBL151449
3class_dedup,test,1017,CHEMBL5440376
3class_dedup,test,26,CHEMBL5271144
3class_dedup,test,1694,CHEMBL3754516
3class_dedup,test,2261,CHEMBL442373
3class_dedup,test,2574,CHEMBL26065
3class_dedup,test,2794,CHEMBL3793091
3class_dedup,test,2535,CHEMBL409448
3class_dedup,test,2671,CHEMBL2011185
3class_dedup,test,2004,CHEMBL383807
3class_dedup,test,2245,CHEMBL5408823
3class_dedup,test,343,CHEMBL3754184
3class_dedup,test,2925,CHEMBL1173260
3class_dedup,test,1392,CHEMBL134442
3class_dedup,test,1383,CHEMBL132072
3class_dedup,test,522,CHEMBL8659
3class_dedup,test,1753,CHEMBL5288833
3class_dedup,test,1848,CHEMBL2011175
3class_dedup,test,2696,CHEMBL4169784
3class_dedup,test,1178,CHEMBL224787
3class_dedup,test,1544,CHEMBL5290564
3class_dedup,test,2216,CHEMBL1824747
3class_dedup,test,2090,CHEMBL203981
3class_dedup,test,892,CHEMBL1915161
3class_dedup,test,519,CHEMBL2179113
3class_dedup,test,2241,CHEMBL1783178
3class_dedup,test,2827,CHEMBL28
3class_dedup,test,205,CHEMBL597416
3class_dedup,test,3024,CHEMBL5427189
3class_dedup,test,2325,CHEMBL3622067
3class_dedup,test,1779,CHEMBL3752637
3class_dedup,test,1036,CHEMBL1650711
3class_dedup,test,2457,CHEMBL3421764
3class_dedup,test,2190,CHEMBL5440707
3class_dedup,test,84,CHEMBL5414163
3class_dedup,test,604,CHEMBL267668
3class_dedup,test,2808,CHEMBL78322
3class_dedup,test,2826,CHEMBL151
3class_dedup,test,844,CHEMBL289945
3class_dedup,test,511,CHEMBL5287473
3class_dedup,test,2171,CHEMBL3421780
3class_dedup,test,485,CHEMBL3752405
3class_dedup,test,620,CHEMBL5290320
3class_dedup,test,3021,CHEMBL1825042
3class_dedup,test,1183,CHEMBL362906
3class_dedup,test,1582,CHEMBL3752347
3class_dedup,test,2944,CHEMBL5410011
3class_dedup,test,982,CHEMBL3134108
3class_dedup,test,1448,CHEMBL5268836
3class_dedup,test,816,CHEMBL5413476
3class_dedup,test,3022,CHEMBL1825049
3class_dedup,test,2701,CHEMBL2430506
3class_dedup,test,88,CHEMBL5405854
3class_dedup,test,990,CHEMBL476126
3class_dedup,test,583,CHEMBL3754063
3class_dedup,test,2897,CHEMBL135540
3class_dedup,test,2930,CHEMBL1939551
3class_dedup,test,339,CHEMBL4207995
3class_dedup,test,1420,CHEMBL25588
3class_dedup,test,1917,CHEMBL3415155
3class_dedup,test,1395,CHEMBL5430729
3class_dedup,test,2342,CHEMBL1672975
3class_dedup,test,2348,CHEMBL388506
3class_dedup,test,2803,CHEMBL224665
3class_dedup,test,1445,CHEMBL5285274
3class_dedup,test,2290,CHEMBL5400488
3class_dedup,test,496,CHEMBL3752506
3class_dedup,test,2181,CHEMBL31456
3class_dedup,test,2140,CHEMBL1939528
3class_dedup,test,806,CHEMBL5428148
3class_dedup,test,1497,CHEMBL5282687
3class_dedup,test,2513,CHEMBL103040
3class_dedup,test,1613,CHEMBL5279731
3class_dedup,test,2740,CHEMBL3421768
3class_dedup,test,1733,CHEMBL1630272
3class_dedup,test,2044,CHEMBL5401971
3class_dedup,test,1580,CHEMBL5284738
3class_dedup,test,303,CHEMBL5081446
3class_dedup,test,231,CHEMBL517816
3class_dedup,test,1928,CHEMBL1203762
3class_dedup,test,181,CHEMBL3752381
3class_dedup,test,2192,CHEMBL5433174
3class_dedup,test,1298,CHEMBL2420679
3class_dedup,test,1912,CHEMBL1784796
3class_dedup,test,1216,CHEMBL2011180
3class_dedup,test,414,CHEMBL5430986
3class_dedup,test,2632,CHEMBL369471
3class_dedup,test,2519,CHEMBL3359964
3class_dedup,test,270,CHEMBL456062
3class_dedup,test,45,CHEMBL178036
3class_dedup,test,227,CHEMBL516275
3class_dedup,test,1877,CHEMBL371742
3class_dedup,test,342,CHEMBL3753169
3class_dedup,test,2254,CHEMBL1825037
3class_dedup,test,735,CHEMBL1203760
3class_dedup,test,2860,CHEMBL437731
3class_dedup,test,2304,CHEMBL5424049
3class_dedup,test,2390,CHEMBL1824750
3class_dedup,test,391,CHEMBL71117
3class_dedup,test,450,CHEMBL2333333
3class_dedup,test,2907,CHEMBL28696
3class_dedup,test,1171,CHEMBL5276919
3class_dedup,test,3045,CHEMBL195996
3class_dedup,test,1579,CHEMBL5269252
3class_dedup,test,3008,CHEMBL1824755
3class_dedup,test,2559,CHEMBL168434
3class_dedup,test,966,CHEMBL3827037
3class_dedup,test,2381,CHEMBL3622063
3class_dedup,test,1747,CHEMBL5280521
binary,train,10,CHEMBL166709
binary,train,1683,CHEMBL3623217
binary,train,331,CHEMBL112908
binary,train,2189,CHEMBL5269029
binary,train,1690,CHEMBL3623208
binary,train,1830,CHEMBL3919759
binary,train,754,CHEMBL469444
binary,train,2072,CHEMBL4632445
binary,train,1232,CHEMBL1784794
binary,train,1626,CHEMBL3422036
binary,train,1529,CHEMBL3105519
binary,train,2039,CHEMBL5195433
binary,train,1321,CHEMBL1939533
binary,train,1159,CHEMBL1668326
binary,train,2712,CHEMBL301106
binary,train,378,CHEMBL25059
binary,train,2152,CHEMBL5267234
binary,train,1623,CHEMBL3422040
binary,train,2491,CHEMBL5422315
binary,train,1644,CHEMBL3264681
binary,train,1866,CHEMBL4174670
binary,train,2674,CHEMBL161230
binary,train,2687,CHEMBL187068
binary,train,2327,CHEMBL3753109
binary,train,2272,CHEMBL3754168
binary,train,763,CHEMBL457261
binary,train,1883,CHEMBL4173231
binary,train,207,CHEMBL304903
binary,train,1875,CHEMBL4160335
binary,train,1179,CHEMBL1688893
binary,train,548,CHEMBL223874
binary,train,699,CHEMBL272464
binary,train,741,CHEMBL512578
binary,train,2952,CHEMBL5423378
binary,train,1997,CHEMBL4556775
binary,train,101,CHEMBL166017
binary,train,103,CHEMBL164993
binary,train,2475,CHEMBL5266533
binary,train,1571,CHEMBL3099695
binary,train,2565,CHEMBL5432856
binary,train,466,CHEMBL370281
binary,train,161,CHEMBL73219
binary,train,1730,CHEMBL3754724
binary,train,2994,CHEMBL5425567
binary,train,1518,CHEMBL3099686
binary,train,826,CHEMBL293122
binary,train,547,CHEMBL387518
binary,train,2995,CHEMBL23365
binary,train,1043,CHEMBL9298
binary,train,1158,CHEMBL488513
binary,train,554,CHEMBL224649
binary,train,1045,CHEMBL1083970
binary,train,290,CHEMBL53290
binary,train,2673,CHEMBL133081
binary,train,1573,CHEMBL3315157
binary,train,1691,CHEMBL3623219
binary,train,324,CHEMBL70901
binary,train,1552,CHEMBL3359957
binary,train,2454,CHEMBL5288111
binary,train,2741,CHEMBL199334
binary,train,2138,CHEMBL5281249
binary,train,1790,CHEMBL3818343
binary,train,2232,CHEMBL3752668
binary,train,2413,CHEMBL5275758
binary,train,452,CHEMBL192306
binary,train,213,CHEMBL133240
binary,train,1458,CHEMBL2333336
binary,train,2288,CHEMBL5275780
binary,train,1807,CHEMBL3623228
binary,train,2434,CHEMBL3752447
binary,train,1189,CHEMBL1688900
binary,train,555,CHEMBL224787
binary,train,2851,CHEMBL3622057
binary,train,1101,CHEMBL175550
binary,train,2739,CHEMBL379019
binary,train,1009,CHEMBL91
binary,train,2240,CHEMBL3752648
binary,train,1605,CHEMBL3415171
binary,train,2697,CHEMBL5394126
binary,train,739,CHEMBL442813
binary,train,1010,CHEMBL28
binary,train,761,CHEMBL456062
binary,train,995,CHEMBL223874
binary,train,451,CHEMBL192306
binary,train,1520,CHEMBL2011177
binary,train,1757,CHEMBL3623223
binary,train,2586,CHEMBL5440983
binary,train,2433,CHEMBL1405
binary,train,2231,CHEMBL5284759
binary,train,650,CHEMBL229945
binary,train,818,CHEMBL161230
binary,train,1978,CHEMBL4592407
binary,train,1616,CHEMBL3421785
binary,train,877,CHEMBL521600
binary,train,1431,CHEMBL165
binary,train,1840,CHEMBL9298
binary,train,901,CHEMBL480321
binary,train,398,CHEMBL328863
binary,train,2417,CHEMBL5275068
binary,train,1972,CHEMBL3622063
binary,train,183,CHEMBL416616
binary,train,1412,CHEMBL2165315
binary,train,2682,CHEMBL158635
binary,train,651,CHEMBL229094
binary,train,1863,CHEMBL4175698
binary,train,2675,CHEMBL421149
binary,train,994,CHEMBL1094426
binary,train,1188,CHEMBL1688899
binary,train,2355,CHEMBL3753667
binary,train,920,CHEMBL100749
binary,train,805,CHEMBL212473
binary,train,2918,CHEMBL162585
binary,train,1734,CHEMBL1077603
binary,train,2950,CHEMBL5401971
binary,train,2600,CHEMBL5409914
binary,train,1834,CHEMBL381014
binary,train,1013,CHEMBL104
binary,train,1829,CHEMBL3924257
binary,train,2385,CHEMBL3753084
binary,train,2574,CHEMBL5394424
binary,train,2915,CHEMBL350072
binary,train,11,CHEMBL424556
binary,train,2347,CHEMBL1629804
binary,train,1387,CHEMBL2011185
binary,train,1908,CHEMBL4129721
binary,train,1370,CHEMBL131921
binary,train,2749,CHEMBL28637
binary,train,967,CHEMBL609332
binary,train,519,CHEMBL204039
binary,train,2338,CHEMBL5287894
binary,train,1745,CHEMBL3752510
binary,train,1067,CHEMBL1173327
binary,train,1096,CHEMBL362441
binary,train,2261,CHEMBL3752315
binary,train,1481,CHEMBL2336863
binary,train,1729,CHEMBL3752892
binary,train,1677,CHEMBL3622073
binary,train,2896,CHEMBL5404624
binary,train,1004,CHEMBL1444
binary,train,289,CHEMBL468419
binary,train,1137,CHEMBL1629801
binary,train,2481,CHEMBL5426175
binary,train,1852,CHEMBL4095313
binary,train,2346,CHEMBL1630263
binary,train,1615,CHEMBL3421779
binary,train,575,CHEMBL31215
binary,train,772,CHEMBL458187
binary,train,2775,CHEMBL138538
binary,train,2422,CHEMBL1835547
binary,train,732,CHEMBL220886
binary,train,1355,CHEMBL1957209
binary,train,715,CHEMBL373427
binary,train,1537,CHEMBL3134112
binary,train,2501,CHEMBL5407335
binary,train,1838,CHEMBL206351
binary,train,1929,CHEMBL4543747
binary,train,569,CHEMBL224787
binary,train,1113,CHEMBL179144
binary,train,2504,CHEMBL5414572
binary,train,2789,CHEMBL135540
binary,train,1112,CHEMBL424960
binary,train,2315,CHEMBL5275714
binary,train,770,CHEMBL458188
binary,train,1085,CHEMBL363621
binary,train,709,CHEMBL436515
binary,train,538,CHEMBL213587
binary,train,372,CHEMBL24037
binary,train,1667,CHEMBL480321
binary,train,1,CHEMBL431859
binary,train,512,CHEMBL204039
binary,train,1298,CHEMBL1915161
binary,train,2044,CHEMBL488
binary,train,1372,CHEMBL2011192
binary,train,364,CHEMBL102884
binary,train,2134,CHEMBL5272287
binary,train,1961,CHEMBL3622055
binary,train,667,CHEMBL226842
binary,train,1513,CHEMBL2442770
binary,train,2813,CHEMBL3622076
binary,train,189,CHEMBL39423
binary,train,45,CHEMBL168444
binary,train,587,CHEMBL288093
binary,train,1335,CHEMBL1939547
binary,train,2785,CHEMBL135340
binary,train,2945,CHEMBL5425656
binary,train,2856,CHEMBL5421435
binary,train,314,CHEMBL9179
binary,train,44,CHEMBL413344
binary,train,1015,CHEMBL294878
binary,train,938,CHEMBL582837
binary,train,870,CHEMBL28
binary,train,17,CHEMBL169449
binary,train,745,CHEMBL253467
binary,train,2437,CHEMBL5270986
binary,train,505,CHEMBL202030
binary,train,248,CHEMBL288093
binary,train,1893,CHEMBL4212612
binary,train,2561,CHEMBL113637
binary,train,876,CHEMBL489360
binary,train,2220,CHEMBL5279883
binary,train,1946,CHEMBL4564333
binary,train,1326,CHEMBL1939538
binary,train,3006,CHEMBL3401429
binary,train,509,CHEMBL204502
binary,train,1797,CHEMBL3623223
binary,train,1956,CHEMBL31760
binary,train,1164,CHEMBL108425
binary,train,2348,CHEMBL3754296
binary,train,1061,CHEMBL1172882
binary,train,1878,CHEMBL4165988
binary,train,524,CHEMBL9298
binary,train,823,CHEMBL350922
binary,train,134,CHEMBL93828
binary,train,2157,CHEMBL5270578
binary,train,38,CHEMBL415753
binary,train,1174,CHEMBL1672979
binary,train,2069,CHEMBL2179110
binary,train,2804,CHEMBL5427411
binary,train,2596,CHEMBL5428148
binary,train,2281,CHEMBL5271771
binary,train,2601,CHEMBL5407805
binary,train,1917,CHEMBL1371590
binary,train,2217,CHEMBL5283920
binary,train,311,CHEMBL357775
binary,train,2931,CHEMBL5401807
binary,train,2879,CHEMBL5416513
binary,train,1843,CHEMBL4098990
binary,train,2274,CHEMBL5290564
binary,train,1292,CHEMBL1098737
binary,train,26,CHEMBL168434
binary,train,612,CHEMBL375043
binary,train,1500,CHEMBL2442766
binary,train,1114,CHEMBL175554
binary,train,342,CHEMBL24410
binary,train,1640,CHEMBL3264675
binary,train,1079,CHEMBL175979
binary,train,2890,CHEMBL5413472
binary,train,1554,CHEMBL1688900
binary,train,762,CHEMBL457262
binary,train,660,CHEMBL226945
binary,train,1727,CHEMBL3754241
binary,train,1037,CHEMBL1083353
binary,train,856,CHEMBL493173
binary,train,92,CHEMBL443530
binary,train,2971,CHEMBL348263
binary,train,2165,CHEMBL3623213
binary,train,1813,CHEMBL3916057
binary,train,1148,CHEMBL1630268
binary,train,2719,CHEMBL69011
binary,train,140,CHEMBL70317
binary,train,2634,CHEMBL5396048
binary,train,1433,CHEMBL2235953
binary,train,432,CHEMBL360026
binary,train,1592,CHEMBL3415159
binary,train,2535,CHEMBL28290
binary,train,2260,CHEMBL3752619
binary,train,2584,CHEMBL5408745
binary,train,2689,CHEMBL223874
binary,train,1404,CHEMBL2165324
binary,train,1695,CHEMBL3219600
binary,train,258,CHEMBL26065
binary,train,2748,CHEMBL29904
binary,train,539,CHEMBL377766
binary,train,1732,CHEMBL1629804
binary,train,1293,CHEMBL9165
binary,train,1676,CHEMBL3622072
binary,train,382,CHEMBL421491
binary,train,899,CHEMBL512994
binary,train,2750,CHEMBL282325
binary,train,1531,CHEMBL399910
binary,train,2116,CHEMBL3753089
binary,train,1601,CHEMBL3415168
binary,train,307,CHEMBL2051951
binary,train,1322,CHEMBL1939534
binary,train,2802,CHEMBL135172
binary,train,537,CHEMBL158635
binary,train,98,CHEMBL353571
binary,train,2425,CHEMBL5184565
binary,train,2816,CHEMBL5432233
binary,train,1903,CHEMBL4227385
binary,train,1455,CHEMBL2163639
binary,train,872,CHEMBL517347
binary,train,2403,CHEMBL5273164
binary,train,2236,CHEMBL1629800
binary,train,1216,CHEMBL256665
binary,train,2976,CHEMBL150999
binary,train,1423,CHEMBL2179109
binary,train,1603,CHEMBL3415170
binary,train,2870,CHEMBL5408436
binary,train,2844,CHEMBL5439970
binary,train,2942,CHEMBL5401856
binary,train,1892,CHEMBL4207995
binary,train,2153,CHEMBL5289646
binary,train,111,CHEMBL164543
binary,train,526,CHEMBL212473
binary,train,1986,CHEMBL4547558
binary,train,2292,CHEMBL5290751
binary,train,565,CHEMBL224649
binary,train,2113,CHEMBL3754505
binary,train,2537,CHEMBL124230
binary,train,1977,CHEMBL4560281
binary,train,2803,CHEMBL135378
binary,train,2262,CHEMBL3752341
binary,train,2746,CHEMBL5422369
binary,train,226,CHEMBL174909
binary,train,1260,CHEMBL1824754
binary,train,125,CHEMBL165106
binary,train,1472,CHEMBL2336853
binary,train,1701,CHEMBL131921
binary,train,2459,CHEMBL411316
binary,train,1146,CHEMBL1630266
binary,train,2859,CHEMBL5394799
binary,train,2959,CHEMBL5436300
binary,train,832,CHEMBL224649
binary,train,1887,CHEMBL4204862
binary,train,2685,CHEMBL184749
binary,train,1258,CHEMBL1824752
binary,train,1696,CHEMBL293122
binary,train,1110,CHEMBL179149
binary,train,897,CHEMBL468419
binary,train,2925,CHEMBL5426228
binary,train,765,CHEMBL465879
binary,train,2019,CHEMBL4858552
binary,train,231,CHEMBL268209
binary,train,2381,CHEMBL5277888
binary,train,887,CHEMBL367149
binary,train,1026,CHEMBL1097764
binary,train,2176,CHEMBL5274501
binary,train,1018,CHEMBL488
binary,train,2967,CHEMBL5419123
binary,train,116,CHEMBL351850
binary,train,391,CHEMBL88918
binary,train,1905,CHEMBL4227458
binary,train,1549,CHEMBL3359965
binary,train,190,CHEMBL488
binary,train,906,CHEMBL479366
binary,train,1606,CHEMBL3415172
binary,train,365,CHEMBL71152
binary,train,1124,CHEMBL371742
binary,train,559,CHEMBL225472
binary,train,2603,CHEMBL5398511
binary,train,173,CHEMBL134442
binary,train,2794,CHEMBL5410574
binary,train,428,CHEMBL176287
binary,train,2273,CHEMBL3752788
binary,train,57,CHEMBL297784
binary,train,2035,CHEMBL5074047
binary,train,1952,CHEMBL29230
binary,train,1454,CHEMBL9298
binary,train,610,CHEMBL374934
binary,train,2998,CHEMBL5438005
binary,train,804,CHEMBL223874
binary,train,1082,CHEMBL193858
binary,train,1187,CHEMBL1688898
binary,train,2155,CHEMBL5279329
binary,train,215,CHEMBL130546
binary,train,412,CHEMBL177921
binary,train,1213,CHEMBL518414
binary,train,2109,CHEMBL3752976
binary,train,1031,CHEMBL1094149
binary,train,2412,CHEMBL5291132
binary,train,1681,CHEMBL108425
binary,train,385,CHEMBL90856
binary,train,980,CHEMBL605418
binary,train,67,CHEMBL27879
binary,train,871,CHEMBL518586
binary,train,2473,CHEMBL5284760
binary,train,2887,CHEMBL5406734
binary,train,2932,CHEMBL5395683
binary,train,551,CHEMBL437731
binary,train,1576,CHEMBL1200374
binary,train,255,CHEMBL23148
binary,train,2188,CHEMBL5291212
binary,train,2305,CHEMBL5284111
binary,train,1092,CHEMBL194440
binary,train,1818,CHEMBL149791
binary,train,2564,CHEMBL41761
binary,train,2771,CHEMBL135381
binary,train,2271,CHEMBL5267688
binary,train,894,CHEMBL1399
binary,train,2100,CHEMBL3753307
binary,train,2597,CHEMBL5428001
binary,train,484,CHEMBL1629802
binary,train,671,CHEMBL388506
binary,train,1580,CHEMBL1200374
binary,train,88,CHEMBL349514
binary,train,1635,CHEMBL2386285
binary,train,635,CHEMBL488
binary,train,141,CHEMBL307690
binary,train,1021,CHEMBL275638
binary,train,1738,CHEMBL3752191
binary,train,1287,CHEMBL1825037
binary,train,1225,CHEMBL1444
binary,train,123,CHEMBL132530
binary,train,195,CHEMBL488
binary,train,114,CHEMBL1629804
binary,train,2279,CHEMBL3752155
binary,train,1812,CHEMBL3944017
binary,train,2696,CHEMBL224649
binary,train,2498,CHEMBL5400203
binary,train,2200,CHEMBL3754505
binary,train,2263,CHEMBL3752252
binary,train,1193,CHEMBL1688903
